2.000000000000000000e+00,1.500002456743851731e+01
4.000000000000000000e+00,1.500019755852969894e+01
3.000000000000000000e+00,1.500010492966893949e+01
1.000000000000000000e+00,1.500000000000000000e+01
4.000000000000000000e+00,1.500101572557970542e+01
1.000000000000000000e+00,1.500032031636457042e+01
2.000000000000000000e+00,1.500066374436395478e+01
3.000000000000000000e+00,1.500090702741675308e+01
4.000000000000000000e+00,1.500343165120870026e+01
2.000000000000000000e+00,1.500220289737692347e+01
3.000000000000000000e+00,1.500191581613182379e+01
1.000000000000000000e+00,1.500135855678283825e+01
2.000000000000000000e+00,1.500455178967535019e+01
4.000000000000000000e+00,1.500461709418323686e+01
3.000000000000000000e+00,1.500412759405304186e+01
1.000000000000000000e+00,1.500293815948567655e+01
4.000000000000000000e+00,1.500823235156713942e+01
1.000000000000000000e+00,1.500547243274488984e+01
3.000000000000000000e+00,1.500697659127436268e+01
2.000000000000000000e+00,1.500583862130258339e+01
3.000000000000000000e+00,1.501174557184204694e+01
2.000000000000000000e+00,1.500913167226278233e+01
1.000000000000000000e+00,1.500990131726277177e+01
4.000000000000000000e+00,1.501072701333549197e+01
2.000000000000000000e+00,1.501351319601433154e+01
1.000000000000000000e+00,1.501494142238137819e+01
3.000000000000000000e+00,1.501482063864309602e+01
4.000000000000000000e+00,1.501911562148198520e+01
3.000000000000000000e+00,1.502177798349046078e+01
2.000000000000000000e+00,1.501800320730424332e+01
1.000000000000000000e+00,1.501646608779644509e+01
4.000000000000000000e+00,1.502563482746499268e+01
2.000000000000000000e+00,1.502650843263735858e+01
1.000000000000000000e+00,1.502797387637814452e+01
4.000000000000000000e+00,1.503244708284423936e+01
3.000000000000000000e+00,1.502993389824839454e+01
3.000000000000000000e+00,1.503443467709022485e+01
2.000000000000000000e+00,1.502917681524860072e+01
4.000000000000000000e+00,1.504230975550456506e+01
1.000000000000000000e+00,1.502708260115961458e+01
3.000000000000000000e+00,1.503919881891132349e+01
2.000000000000000000e+00,1.503521415195213606e+01
1.000000000000000000e+00,1.504237416569877439e+01
4.000000000000000000e+00,1.503956811597113230e+01
4.000000000000000000e+00,1.505064205913622644e+01
1.000000000000000000e+00,1.503736066480211520e+01
2.000000000000000000e+00,1.504137679827069007e+01
3.000000000000000000e+00,1.504016857707436294e+01
2.000000000000000000e+00,1.505754034936311214e+01
4.000000000000000000e+00,1.505642600986661961e+01
3.000000000000000000e+00,1.505568483308793226e+01
1.000000000000000000e+00,1.506245790882637259e+01
2.000000000000000000e+00,1.505493913754837010e+01
4.000000000000000000e+00,1.508208912473468288e+01
1.000000000000000000e+00,1.505526152507163751e+01
3.000000000000000000e+00,1.506515014101064054e+01
2.000000000000000000e+00,1.508015012381071074e+01
1.000000000000000000e+00,1.507925329635667744e+01
3.000000000000000000e+00,1.506350070406089259e+01
4.000000000000000000e+00,1.509441245264110698e+01
3.000000000000000000e+00,1.508707072766154411e+01
4.000000000000000000e+00,1.508916017778112639e+01
1.000000000000000000e+00,1.509605831661381892e+01
2.000000000000000000e+00,1.510468994777373197e+01
3.000000000000000000e+00,1.509605189696961780e+01
2.000000000000000000e+00,1.508778783958613801e+01
1.000000000000000000e+00,1.510502936626444104e+01
4.000000000000000000e+00,1.510642525716273532e+01
3.000000000000000000e+00,1.513641999608289090e+01
4.000000000000000000e+00,1.514117998302934254e+01
2.000000000000000000e+00,1.509125370645976716e+01
1.000000000000000000e+00,1.509459117877684697e+01
3.000000000000000000e+00,1.515339465850249212e+01
1.000000000000000000e+00,1.514451488477643260e+01
4.000000000000000000e+00,1.513787840716866917e+01
2.000000000000000000e+00,1.513658321915987059e+01
2.000000000000000000e+00,1.514336308984271362e+01
1.000000000000000000e+00,1.514723841137589844e+01
3.000000000000000000e+00,1.515700662846782976e+01
4.000000000000000000e+00,1.511693514707103603e+01
4.000000000000000000e+00,1.518146145317667717e+01
3.000000000000000000e+00,1.517874616001192756e+01
1.000000000000000000e+00,1.512700628093940303e+01
2.000000000000000000e+00,1.518332867086109417e+01
4.000000000000000000e+00,1.518765297462041808e+01
2.000000000000000000e+00,1.515950217056483318e+01
1.000000000000000000e+00,1.518376368134092935e+01
3.000000000000000000e+00,1.518871155786904481e+01
1.000000000000000000e+00,1.517306259754243847e+01
3.000000000000000000e+00,1.517290646936876897e+01
2.000000000000000000e+00,1.517157682143198727e+01
4.000000000000000000e+00,1.522071532193182719e+01
1.000000000000000000e+00,1.520494911346530564e+01
2.000000000000000000e+00,1.517799473823545675e+01
4.000000000000000000e+00,1.519319436545983670e+01
3.000000000000000000e+00,1.521598419018425652e+01
4.000000000000000000e+00,1.524512717388981464e+01
1.000000000000000000e+00,1.523582822795129310e+01
3.000000000000000000e+00,1.520527881577561935e+01
2.000000000000000000e+00,1.518368401695310510e+01
2.000000000000000000e+00,1.526699105097812748e+01
4.000000000000000000e+00,1.525308428368558644e+01
3.000000000000000000e+00,1.522745509121755347e+01
1.000000000000000000e+00,1.527205641601134900e+01
4.000000000000000000e+00,1.526811885483816233e+01
3.000000000000000000e+00,1.525367664063645279e+01
2.000000000000000000e+00,1.521627538167409810e+01
1.000000000000000000e+00,1.522705945685937401e+01
3.000000000000000000e+00,1.523594538103598239e+01
4.000000000000000000e+00,1.526702030975234337e+01
1.000000000000000000e+00,1.521696150324206620e+01
2.000000000000000000e+00,1.524013795681744199e+01
4.000000000000000000e+00,1.524525657323421157e+01
3.000000000000000000e+00,1.533004834658740734e+01
1.000000000000000000e+00,1.524263177804859914e+01
2.000000000000000000e+00,1.523698465938303848e+01
4.000000000000000000e+00,1.538028163421530259e+01
1.000000000000000000e+00,1.530450455298177914e+01
3.000000000000000000e+00,1.534815548721470435e+01
2.000000000000000000e+00,1.527613390567679374e+01
2.000000000000000000e+00,1.534781092012524972e+01
1.000000000000000000e+00,1.536062355509688260e+01
4.000000000000000000e+00,1.529688458024561903e+01
3.000000000000000000e+00,1.539932534839169520e+01
2.000000000000000000e+00,1.541013554228181981e+01
1.000000000000000000e+00,1.533653013796934417e+01
3.000000000000000000e+00,1.537373754578764817e+01
4.000000000000000000e+00,1.535907336416614477e+01
3.000000000000000000e+00,1.532908524295816655e+01
1.000000000000000000e+00,1.540942452805555085e+01
2.000000000000000000e+00,1.530360314301560187e+01
4.000000000000000000e+00,1.543679011099242082e+01
4.000000000000000000e+00,1.532398186031181098e+01
